problem_id,expected,predicted,correct,parse_ok,raw_verdict,latency_s,input_tokens,output_tokens,cost_usd,response_text
hard3_0001,True,True,True,True,labeled:TRUE,236.40,2992,265,0.000525,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  TRUE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=x RM(R)
hard3_0085,True,True,True,True,labeled:TRUE,1009.18,3002,299,0.000540,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  FALSE\nLP        |  LM(L)=x LM(R)=x same?T | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=z same?F | RM(L)=x RM(R
hard3_0086,False,True,False,True,labeled:TRUE,1107.88,3001,443,0.000597,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  FALSE\nLP        |  LM(L)=x LM(R)=x same?T | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=y same?F | RM(L)=y RM(R
hard3_0087,True,True,True,True,labeled:TRUE,2917.28,3002,312,0.000545,CERT-F\n```\n          |  Eq1            |  Eq2\nbare?     |  Yes            |  Yes\nLP        |  LM(L)=x LM(R)=x same?Y | LM(L)=x LM(R)=x same?Y\nRP        |  RM(L)=x RM(R)=w same?N | RM(L)=x RM(R)=z
hard3_0088,True,True,True,True,labeled:TRUE,2917.87,3001,299,0.000540,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  FALSE\nLP        |  LM(L)=x LM(R)=x same?T | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=w same?F | RM(L)=x RM(R
hard3_0089,True,False,False,True,labeled:FALSE,1414.07,3001,631,0.000673,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  FALSE\nLP        |  LM(L)=x LM(R)=x same?T | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=w same?F | RM(L)=x RM(R
hard3_0090,True,True,True,True,labeled:TRUE,1388.71,3003,506,0.000623,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  FALSE\nLP        |  LM(L)=x LM(R)=x same?T | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=w same?F | RM(L)=x RM(R
hard3_0091,False,False,True,True,labeled:FALSE,1476.53,3003,576,0.000651,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  Yes            |  No\nLP        |  LM(L)=x LM(R)=y same?N | LM(L)=x LM(R)=y same?N\nRP        |  RM(L)=x RM(R)=y same?N | RM(L)=x RM(R)=x
hard3_0092,False,True,False,True,labeled:TRUE,1504.60,3001,628,0.000671,CERT-F\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  FALSE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=y same?F\nRP        |  RM(L)=x RM(R)=y same?F | RM(L)=x RM(R)
hard3_0093,False,False,True,True,labeled:FALSE,2968.81,3002,535,0.000634,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  TRUE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=y same?F\nRP        |  RM(L)=x RM(R)=y same?F | RM(L)=x RM(R)
hard3_0094,False,True,False,True,labeled:TRUE,2622.62,3002,320,0.000548,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  TRUE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=x RM(R)
hard3_0095,False,True,False,True,labeled:TRUE,1620.86,3002,307,0.000543,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  TRUE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=y same?F\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=x RM(R)
hard3_0096,False,True,False,True,labeled:TRUE,1624.57,2999,292,0.000537,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  TRUE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=x RM(R)
hard3_0097,False,True,False,True,labeled:TRUE,1730.41,3002,289,0.000536,CERT-F\n```\n          |  Eq1            |  Eq2\nbare?     |  Yes            |  No\nLP        |  LM(L)=x LM(R)=y same?N | LM(L)=x LM(R)=y same?N\nRP        |  RM(L)=x RM(R)=x same?Y | RM(L)=x RM(R)=x 
hard3_0098,False,False,True,True,labeled:FALSE,1681.58,3003,582,0.000653,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  TRUE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=x RM(R)
hard3_0099,False,False,True,True,labeled:FALSE,1881.87,3002,588,0.000655,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  TRUE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=x RM(R)
hard3_0100,False,True,False,True,labeled:TRUE,3153.94,3002,306,0.000543,CERT-F\n```\n          |  Eq1            |  Eq2\nbare?     |  Yes            |  Yes\nLP        |  LM(L)=x LM(R)=y same?N | LM(L)=x LM(R)=y same?N\nRP        |  RM(L)=x RM(R)=x same?Y | RM(L)=x RM(R)=x
hard3_0101,False,True,False,True,labeled:TRUE,3160.16,3003,299,0.000540,CERT-F\n```\n          |  Eq1            |  Eq2\nbare?     |  Yes            |  Yes\nLP        |  LM(L)=x LM(R)=y same?N | LM(L)=x LM(R)=y same?N\nRP        |  RM(L)=x RM(R)=x same?Y | RM(L)=x RM(R)=x
hard3_0102,False,True,False,True,labeled:TRUE,1910.44,3002,304,0.000542,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  TRUE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=x RM(R)
hard3_0103,False,False,True,True,labeled:FALSE,2037.52,3001,804,0.000742,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  FALSE\nLP        |  LM(L)=x LM(R)=x same?T | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=z same?F | RM(L)=y RM(R
hard3_0104,False,False,True,True,labeled:FALSE,3427.70,3002,782,0.000733,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  FALSE\nLP        |  LM(L)=x LM(R)=x same?T | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=y same?F | RM(L)=y RM(R
hard3_0105,False,True,False,True,labeled:TRUE,2076.76,3001,311,0.000545,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  FALSE\nLP        |  LM(L)=x LM(R)=x same?T | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=z same?F | RM(L)=y RM(R
hard3_0106,True,False,False,True,labeled:FALSE,2155.30,3000,798,0.000739,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  TRUE\nLP        |  LM(L)=x LM(R)=x same?T | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=y same?F | RM(L)=x RM(R)
hard3_0107,True,True,True,True,labeled:TRUE,2159.73,3002,325,0.000550,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  TRUE\nLP        |  LM(L)=x LM(R)=x same?T | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=w same?F | RM(L)=x RM(R)
hard3_0108,False,False,True,True,labeled:FALSE,2312.01,3002,853,0.000761,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  FALSE\nLP        |  LM(L)=x LM(R)=x same?T | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=x RM(R
hard3_0109,True,True,True,True,labeled:TRUE,2245.59,3002,295,0.000538,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  FALSE\nLP        |  LM(L)=x LM(R)=x same?T | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=w same?F | RM(L)=x RM(R
hard3_0110,False,True,False,True,labeled:TRUE,2402.09,3002,471,0.000609,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  TRUE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=y same?F\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=x RM(R)
hard3_0111,False,True,False,True,labeled:TRUE,2430.94,3001,297,0.000539,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  Yes            |  No\nLP        |  LM(L)=x LM(R)=y same?N | LM(L)=x LM(R)=x same?Y\nRP        |  RM(L)=x RM(R)=x same?Y | RM(L)=x RM(R)=x
hard3_0112,False,False,True,True,labeled:FALSE,2503.94,3002,848,0.000759,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  Yes            |  Yes\nLP        |  LM(L)=x LM(R)=y same?N | LM(L)=x LM(R)=x same?Y\nRP        |  RM(L)=x RM(R)=x same?Y | RM(L)=x RM(R)=
hard3_0113,False,False,True,True,labeled:FALSE,2685.75,3002,855,0.000762,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  TRUE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=x RM(R)
hard3_0114,True,False,False,True,labeled:FALSE,2616.78,3003,897,0.000779,CERT-F\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  TRUE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=x RM(R)=
hard3_0115,True,True,True,True,labeled:TRUE,2669.87,3003,514,0.000626,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  TRUE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=y same?F\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=x RM(R)
hard3_0116,False,False,True,True,labeled:FALSE,2640.90,3002,590,0.000656,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  TRUE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=y same?F\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=x RM(R)
hard3_0117,True,True,True,True,labeled:TRUE,2796.87,3001,1063,0.000845,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  FALSE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=y same?F\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=y RM(R
hard3_0118,False,True,False,True,labeled:TRUE,2810.87,3002,297,0.000539,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  TRUE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=y same?F\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=x RM(R)
hard3_0119,False,True,False,True,labeled:TRUE,2867.94,3002,294,0.000538,CERT-F\n```\n          |  Eq1            |  Eq2\nbare?     |  Yes            |  Yes\nLP        |  LM(L)=x LM(R)=y same?N | LM(L)=x LM(R)=x same?Y\nRP        |  RM(L)=x RM(R)=x same?Y | RM(L)=x RM(R)=x
hard3_0120,False,True,False,True,labeled:TRUE,22.61,3003,295,0.000538,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  Yes            |  Yes\nLP        |  LM(L)=x LM(R)=y same?N | LM(L)=x LM(R)=x same?Y\nRP        |  RM(L)=x RM(R)=x same?Y | RM(L)=x RM(R)=
hard3_0121,False,True,False,True,labeled:TRUE,26.39,3002,315,0.000546,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  Yes            |  No\nLP        |  LM(L)=x LM(R)=y same?N | LM(L)=x LM(R)=y same?N\nRP        |  RM(L)=x RM(R)=x same?Y | RM(L)=x RM(R)=x
hard3_0122,False,True,False,True,labeled:TRUE,33.81,2999,341,0.000556,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  TRUE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=y same?F\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=x RM(R)
hard3_0123,False,True,False,True,labeled:TRUE,104.92,2998,314,0.000545,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  FALSE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=z same?F\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=y RM(R
hard3_0124,True,True,True,True,labeled:TRUE,120.20,3003,311,0.000545,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  TRUE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=y same?F\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=x RM(R)
hard3_0125,False,True,False,True,labeled:TRUE,163.43,3002,292,0.000537,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  FALSE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=y same?F\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=x RM(R
hard3_0126,False,True,False,True,labeled:TRUE,148.18,3002,312,0.000545,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  FALSE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=x RM(R
hard3_0127,True,True,True,True,labeled:TRUE,291.59,3001,312,0.000545,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  FALSE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=y same?F\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=y RM(R
hard3_0128,False,False,True,True,labeled:FALSE,261.34,3003,763,0.000726,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  Yes            |  Yes\nLP        |  LM(L)=x LM(R)=x same?Y | LM(L)=x LM(R)=x same?Y\nRP        |  RM(L)=x RM(R)=y same?N | RM(L)=x RM(R)=
hard3_0129,False,True,False,True,labeled:TRUE,336.55,3002,307,0.000543,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  FALSE\nLP        |  LM(L)=x LM(R)=x same?T | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=w same?F | RM(L)=x RM(R
hard3_0130,False,False,True,True,labeled:FALSE,515.78,3001,646,0.000679,CERT-F\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  FALSE\nLP        |  LM(L)=x LM(R)=x same?T | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=z same?F | RM(L)=y RM(R)
hard3_0131,True,False,False,True,labeled:FALSE,630.25,3003,694,0.000698,CERT-F\n```\n          |  Eq1            |  Eq2\nbare?     |  Yes            |  Yes\nLP        |  LM(L)=x LM(R)=x same?T | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=z same?F | RM(L)=x RM(R)=z
hard3_0132,False,True,False,True,labeled:TRUE,648.31,3001,272,0.000529,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  FALSE\nLP        |  LM(L)=x LM(R)=x same?T | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=z same?F | RM(L)=y RM(R
hard3_0133,True,True,True,True,labeled:TRUE,718.93,3002,466,0.000607,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  FALSE\nLP        |  LM(L)=x LM(R)=x same?T | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=w same?F | RM(L)=x RM(R
hard3_0134,True,False,False,True,labeled:FALSE,903.94,2998,737,0.000715,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  Yes            |  No\nLP        |  LM(L)=x LM(R)=x same?Y | LM(L)=x LM(R)=x same?Y\nRP        |  RM(L)=x RM(R)=z same?N | RM(L)=y RM(R)=y
hard3_0135,True,False,False,True,labeled:FALSE,1089.22,3003,963,0.000806,CERT-F\n```\n          |  Eq1            |  Eq2\nbare?     |  Yes            |  Yes\nLP        |  LM(L)=x LM(R)=x same?Y | LM(L)=x LM(R)=x same?Y\nRP        |  RM(L)=x RM(R)=z same?N | RM(L)=x RM(R)=x
hard3_0136,True,True,True,True,labeled:TRUE,1030.40,3002,382,0.000573,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  FALSE\nLP        |  LM(L)=x LM(R)=x same?T | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=w same?F | RM(L)=x RM(R
hard3_0137,True,True,True,True,labeled:TRUE,1152.97,3003,325,0.000550,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  FALSE\nLP        |  LM(L)=x LM(R)=x same?T | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=z same?F | RM(L)=x RM(R
hard3_0138,True,True,True,True,labeled:TRUE,2922.84,3002,297,0.000539,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  FALSE\nLP        |  LM(L)=x LM(R)=x same?T | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=u same?F | RM(L)=x RM(R
hard3_0139,True,False,False,True,labeled:FALSE,1301.66,2999,870,0.000768,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  TRUE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=x RM(R)
hard3_0140,True,True,True,True,labeled:TRUE,1316.13,3002,915,0.000786,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  TRUE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=x RM(R)
hard3_0141,False,False,True,True,labeled:FALSE,1487.49,3001,897,0.000779,CERT-F\n```\n          |  Eq1            |  Eq2\nbare?     |  Yes            |  No\nLP        |  LM(L)=x LM(R)=y same?N | LM(L)=x LM(R)=y same?N\nRP        |  RM(L)=x RM(R)=x same?Y | RM(L)=x RM(R)=x 
hard3_0142,True,False,False,True,labeled:FALSE,3067.46,3000,814,0.000746,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  Yes            |  No\nLP        |  LM(L)=x LM(R)=y same?N | LM(L)=x LM(R)=y same?N\nRP        |  RM(L)=x RM(R)=x same?Y | RM(L)=x RM(R)=x
hard3_0143,False,True,False,True,labeled:TRUE,2958.14,3002,317,0.000547,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  TRUE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=y same?F\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=x RM(R)
hard3_0144,True,False,False,True,labeled:FALSE,1535.99,3003,614,0.000666,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  FALSE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=y same?F\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=w RM(R
hard3_0145,True,True,True,True,labeled:TRUE,2980.63,3002,321,0.000549,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  Yes            |  Yes\nLP        |  LM(L)=x LM(R)=y same?N | LM(L)=x LM(R)=y same?N\nRP        |  RM(L)=x RM(R)=y same?N | RM(L)=x RM(R)=
hard3_0146,False,True,False,True,labeled:TRUE,3140.41,3003,389,0.000576,CERT-F\n```\n          |  Eq1            |  Eq2\nbare?     |  Yes            |  Yes\nLP        |  LM(L)=x LM(R)=y same?N | LM(L)=x LM(R)=x same?Y\nRP        |  RM(L)=x RM(R)=y same?N | RM(L)=x RM(R)=y
hard3_0147,True,True,True,True,labeled:TRUE,3043.37,3002,289,0.000536,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  TRUE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=x RM(R)
hard3_0148,True,True,True,True,labeled:TRUE,3083.58,3003,312,0.000545,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  FALSE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=x RM(R
hard3_0149,False,False,True,True,labeled:FALSE,1794.07,3002,1101,0.000861,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  FALSE\nLP        |  LM(L)=x LM(R)=x same?T | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=y same?F | RM(L)=y RM(R
hard3_0150,False,False,True,True,labeled:FALSE,3194.20,3002,789,0.000736,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  TRUE\nLP        |  LM(L)=x LM(R)=x same?T | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=z same?F | RM(L)=x RM(R)
hard3_0151,False,False,True,True,labeled:FALSE,3238.41,3002,683,0.000693,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  FALSE\nLP        |  LM(L)=x LM(R)=x same?T | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=z same?F | RM(L)=x RM(R
hard3_0152,False,True,False,True,labeled:TRUE,1975.91,3002,326,0.000551,CERT-F\n```\n          |  Eq1            |  Eq2\nbare?     |  Yes            |  Yes\nLP        |  LM(L)=x LM(R)=x same?T | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=y same?F | RM(L)=x RM(R)=x
hard3_0153,False,False,True,True,labeled:FALSE,3422.99,3002,923,0.000789,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  FALSE\nLP        |  LM(L)=x LM(R)=x same?T | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=y same?F | RM(L)=x RM(R
hard3_0154,True,False,False,True,labeled:FALSE,3487.79,3001,999,0.000820,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  FALSE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=z same?F\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=y RM(R
hard3_0155,True,False,False,True,labeled:FALSE,3348.50,3001,871,0.000769,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  Yes            |  No\nLP        |  LM(L)=x LM(R)=y same?N | LM(L)=x LM(R)=z same?N\nRP        |  RM(L)=x RM(R)=x same?Y | RM(L)=y RM(R)=y
hard3_0156,True,True,True,True,labeled:TRUE,2113.86,3003,323,0.000550,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  TRUE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=x RM(R)
hard3_0157,True,False,False,True,labeled:FALSE,3543.72,3002,779,0.000732,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  TRUE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=y same?F\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=x RM(R)
hard3_0158,True,True,True,True,labeled:TRUE,2223.11,3002,340,0.000556,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  TRUE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=y same?F\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=x RM(R)
hard3_0159,False,False,True,True,labeled:FALSE,2428.56,3002,837,0.000755,CERT-F\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  FALSE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=y same?F\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=x RM(R)
hard3_0160,True,False,False,True,labeled:FALSE,2422.36,3003,1185,0.000894,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  FALSE\nLP        |  LM(L)=x LM(R)=x same?T | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=z same?F | RM(L)=x RM(R
hard3_0161,False,False,True,True,labeled:FALSE,2575.95,3004,740,0.000717,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  TRUE\nLP        |  LM(L)=x LM(R)=x same?T | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=y same?F | RM(L)=x RM(R)
hard3_0162,True,True,True,True,labeled:TRUE,2549.54,3002,909,0.000784,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  FALSE\nLP        |  LM(L)=x LM(R)=x same?T | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=y same?F | RM(L)=y RM(R
hard3_0163,False,False,True,True,labeled:FALSE,2576.14,3003,1154,0.000882,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  TRUE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=y same?F\nRP        |  RM(L)=x RM(R)=z same?F | RM(L)=x RM(R)
hard3_0164,False,True,False,True,labeled:TRUE,2613.36,3003,742,0.000717,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  YES            |  YES\nLP        |  LM(L)=x LM(R)=y same?N | LM(L)=x LM(R)=y same?N\nRP        |  RM(L)=x RM(R)=x same?Y | RM(L)=x RM(R)=
hard3_0165,False,True,False,True,labeled:TRUE,2617.31,3000,304,0.000542,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  Yes            |  Yes\nLP        |  LM(L)=x LM(R)=y same?N | LM(L)=x LM(R)=y same?N\nRP        |  RM(L)=x RM(R)=w same?N | RM(L)=x RM(R)=
hard3_0166,False,True,False,True,labeled:TRUE,2742.08,3000,444,0.000598,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  TRUE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=y same?F\nRP        |  RM(L)=x RM(R)=w same?F | RM(L)=x RM(R)
hard3_0167,False,True,False,True,labeled:TRUE,2751.03,3002,292,0.000537,CERT-F\n```\n          |  Eq1            |  Eq2\nbare?     |  Yes            |  No\nLP        |  LM(L)=x LM(R)=y same?N | LM(L)=x LM(R)=z same?N\nRP        |  RM(L)=x RM(R)=w same?N | RM(L)=y RM(R)=z 
hard3_0168,True,False,False,True,labeled:FALSE,2911.00,2999,915,0.000786,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  FALSE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=x RM(R
